match_id,tournament,year,draw,round,player1,player2,result,match_played,result_source,public_video_count,verified_official_full_video_count,candidate_full_video_count,coverage_status
australian-open-2015-women-sf-kate-makarova-maria-sharapova,Australian Open,2015,women,SF,Kate Makarova,Maria Sharapova,6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2015-women-sf-madison-keys-serena-williams,Australian Open,2015,women,SF,Madison Keys,Serena Williams,7-6(5) 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2015-women-f-maria-sharapova-serena-williams,Australian Open,2015,women,F,Maria Sharapova,Serena Williams,6-3 7-6(5),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2016-men-qf-andy-murray-david-ferrer,Australian Open,2016,men,QF,Andy Murray,David Ferrer,6-3 6-7(5) 6-2 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2016-men-qf-gael-monfils-milos-raonic,Australian Open,2016,men,QF,Gael Monfils,Milos Raonic,6-3 3-6 6-3 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2016-men-qf-kei-nishikori-novak-djokovic,Australian Open,2016,men,QF,Kei Nishikori,Novak Djokovic,6-3 6-2 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2016-men-qf-roger-federer-tomas-berdych,Australian Open,2016,men,QF,Roger Federer,Tomas Berdych,7-6(4) 6-2 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2016-men-sf-andy-murray-milos-raonic,Australian Open,2016,men,SF,Andy Murray,Milos Raonic,4-6 7-5 6-7(4) 6-4 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2016-men-sf-novak-djokovic-roger-federer,Australian Open,2016,men,SF,Novak Djokovic,Roger Federer,6-1 6-2 3-6 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2016-men-f-andy-murray-novak-djokovic,Australian Open,2016,men,F,Andy Murray,Novak Djokovic,6-1 7-5 7-6(3),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,1,1,verified_official_full_match
australian-open-2016-women-qf-agnieszka-radwanska-carla-suarez-navarro,Australian Open,2016,women,QF,Agnieszka Radwanska,Carla Suarez Navarro,6-1 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2016-women-qf-angelique-kerber-victoria-azarenka,Australian Open,2016,women,QF,Angelique Kerber,Victoria Azarenka,6-3 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2016-women-qf-johanna-konta-shuai-zhang,Australian Open,2016,women,QF,Johanna Konta,Shuai Zhang,6-4 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2016-women-qf-maria-sharapova-serena-williams,Australian Open,2016,women,QF,Maria Sharapova,Serena Williams,6-4 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,1,public_full_match_candidate
australian-open-2016-women-sf-agnieszka-radwanska-serena-williams,Australian Open,2016,women,SF,Agnieszka Radwanska,Serena Williams,6-0 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2016-women-sf-angelique-kerber-johanna-konta,Australian Open,2016,women,SF,Angelique Kerber,Johanna Konta,7-5 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),0,0,0,not_found
australian-open-2016-women-f-angelique-kerber-serena-williams,Australian Open,2016,women,F,Angelique Kerber,Serena Williams,6-4 3-6 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,0,verified_official_full_match
australian-open-2017-men-qf-david-goffin-grigor-dimitrov,Australian Open,2017,men,QF,David Goffin,Grigor Dimitrov,6-3 6-2 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,2,public_full_match_candidate
australian-open-2017-men-qf-jo-wilfried-tsonga-stan-wawrinka,Australian Open,2017,men,QF,Jo-Wilfried Tsonga,Stan Wawrinka,7-6(2) 6-4 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,1,public_full_match_candidate
australian-open-2017-men-qf-milos-raonic-rafael-nadal,Australian Open,2017,men,QF,Milos Raonic,Rafael Nadal,6-4 7-6(7) 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,1,public_full_match_candidate
australian-open-2017-men-qf-mischa-zverev-roger-federer,Australian Open,2017,men,QF,Mischa Zverev,Roger Federer,6-1 7-5 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2017-men-sf-grigor-dimitrov-rafael-nadal,Australian Open,2017,men,SF,Grigor Dimitrov,Rafael Nadal,6-3 5-7 7-6(5) 6-7(4) 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2017-men-sf-roger-federer-stan-wawrinka,Australian Open,2017,men,SF,Roger Federer,Stan Wawrinka,7-5 6-3 1-6 4-6 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,0,verified_official_full_match
australian-open-2017-men-f-rafael-nadal-roger-federer,Australian Open,2017,men,F,Rafael Nadal,Roger Federer,6-4 3-6 6-1 3-6 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,0,verified_official_full_match
australian-open-2017-women-qf-anastasia-pavlyuchenkova-venus-williams,Australian Open,2017,women,QF,Anastasia Pavlyuchenkova,Venus Williams,6-4 7-6(3),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2017-women-qf-coco-vandeweghe-garbine-muguruza,Australian Open,2017,women,QF,Coco Vandeweghe,Garbine Muguruza,6-4 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2017-women-qf-johanna-konta-serena-williams,Australian Open,2017,women,QF,Johanna Konta,Serena Williams,6-2 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2017-women-qf-karolina-pliskova-mirjana-lucic,Australian Open,2017,women,QF,Karolina Pliskova,Mirjana Lucic,6-4 3-6 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2017-women-sf-coco-vandeweghe-venus-williams,Australian Open,2017,women,SF,Coco Vandeweghe,Venus Williams,6-7(3) 6-2 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2017-women-sf-mirjana-lucic-serena-williams,Australian Open,2017,women,SF,Mirjana Lucic,Serena Williams,6-2 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2017-women-f-serena-williams-venus-williams,Australian Open,2017,women,F,Serena Williams,Venus Williams,6-4 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,2,0,verified_official_full_match
australian-open-2018-men-qf-grigor-dimitrov-kyle-edmund,Australian Open,2018,men,QF,Grigor Dimitrov,Kyle Edmund,6-4 3-6 6-3 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,1,public_full_match_candidate
australian-open-2018-men-qf-hyeon-chung-tennys-sandgren,Australian Open,2018,men,QF,Hyeon Chung,Tennys Sandgren,6-4 7-6(5) 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2018-men-qf-marin-cilic-rafael-nadal,Australian Open,2018,men,QF,Marin Cilic,Rafael Nadal,3-6 6-3 6-7(5) 6-2 2-0 RET,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2018-men-qf-roger-federer-tomas-berdych,Australian Open,2018,men,QF,Roger Federer,Tomas Berdych,7-6(1) 6-3 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2018-men-sf-hyeon-chung-roger-federer,Australian Open,2018,men,SF,Hyeon Chung,Roger Federer,6-1 5-2 RET,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),4,0,0,candidate_only
australian-open-2018-men-sf-kyle-edmund-marin-cilic,Australian Open,2018,men,SF,Kyle Edmund,Marin Cilic,6-2 7-6(4) 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,0,candidate_only
australian-open-2018-men-f-marin-cilic-roger-federer,Australian Open,2018,men,F,Marin Cilic,Roger Federer,6-2 6-7(5) 6-3 3-6 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2018-women-qf-angelique-kerber-madison-keys,Australian Open,2018,women,QF,Angelique Kerber,Madison Keys,6-1 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2018-women-qf-carla-suarez-navarro-caroline-wozniacki,Australian Open,2018,women,QF,Carla Suarez Navarro,Caroline Wozniacki,6-0 6-7(3) 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2018-women-qf-elina-svitolina-elise-mertens,Australian Open,2018,women,QF,Elina Svitolina,Elise Mertens,6-4 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2018-women-qf-karolina-pliskova-simona-halep,Australian Open,2018,women,QF,Karolina Pliskova,Simona Halep,6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2018-women-sf-angelique-kerber-simona-halep,Australian Open,2018,women,SF,Angelique Kerber,Simona Halep,6-3 4-6 9-7,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2018-women-sf-caroline-wozniacki-elise-mertens,Australian Open,2018,women,SF,Caroline Wozniacki,Elise Mertens,6-3 7-6(2),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2018-women-f-caroline-wozniacki-simona-halep,Australian Open,2018,women,F,Caroline Wozniacki,Simona Halep,7-6(2) 3-6 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2019-men-qf-frances-tiafoe-rafael-nadal,Australian Open,2019,men,QF,Frances Tiafoe,Rafael Nadal,6-3 6-4 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2019-men-qf-kei-nishikori-novak-djokovic,Australian Open,2019,men,QF,Kei Nishikori,Novak Djokovic,6-1 4-1 RET,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,0,candidate_only
australian-open-2019-men-qf-lucas-pouille-milos-raonic,Australian Open,2019,men,QF,Lucas Pouille,Milos Raonic,7-6(4) 6-3 6-7(2) 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2019-men-qf-roberto-bautista-agut-stefanos-tsitsipas,Australian Open,2019,men,QF,Roberto Bautista Agut,Stefanos Tsitsipas,7-5 4-6 6-4 7-6(2),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2019-men-sf-lucas-pouille-novak-djokovic,Australian Open,2019,men,SF,Lucas Pouille,Novak Djokovic,6-0 6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),4,1,1,verified_official_full_match
australian-open-2019-men-sf-rafael-nadal-stefanos-tsitsipas,Australian Open,2019,men,SF,Rafael Nadal,Stefanos Tsitsipas,6-2 6-4 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2019-men-f-novak-djokovic-rafael-nadal,Australian Open,2019,men,F,Novak Djokovic,Rafael Nadal,6-3 6-2 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2019-women-qf-anastasia-pavlyuchenkova-danielle-collins,Australian Open,2019,women,QF,Anastasia Pavlyuchenkova,Danielle Collins,2-6 7-5 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),4,0,0,candidate_only
australian-open-2019-women-qf-ashleigh-barty-petra-kvitova,Australian Open,2019,women,QF,Ashleigh Barty,Petra Kvitova,6-1 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2019-women-qf-elina-svitolina-naomi-osaka,Australian Open,2019,women,QF,Elina Svitolina,Naomi Osaka,6-4 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,0,candidate_only
australian-open-2019-women-qf-karolina-pliskova-serena-williams,Australian Open,2019,women,QF,Karolina Pliskova,Serena Williams,6-4 4-6 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,2,0,verified_official_full_match
australian-open-2019-women-sf-danielle-collins-petra-kvitova,Australian Open,2019,women,SF,Danielle Collins,Petra Kvitova,7-6(2) 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),4,0,0,candidate_only
australian-open-2019-women-sf-karolina-pliskova-naomi-osaka,Australian Open,2019,women,SF,Karolina Pliskova,Naomi Osaka,6-2 4-6 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2019-women-f-naomi-osaka-petra-kvitova,Australian Open,2019,women,F,Naomi Osaka,Petra Kvitova,7-6(2) 5-7 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2020-men-qf-alexander-zverev-stan-wawrinka,Australian Open,2020,men,QF,Alexander Zverev,Stan Wawrinka,1-6 6-3 6-4 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2020-men-qf-dominic-thiem-rafael-nadal,Australian Open,2020,men,QF,Dominic Thiem,Rafael Nadal,7-6(3) 7-6(4) 4-6 7-6(6),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,0,verified_official_full_match
australian-open-2020-men-qf-milos-raonic-novak-djokovic,Australian Open,2020,men,QF,Milos Raonic,Novak Djokovic,6-4 6-3 7-6(1),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2020-men-qf-roger-federer-tennys-sandgren,Australian Open,2020,men,QF,Roger Federer,Tennys Sandgren,6-3 2-6 2-6 7-6(8) 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2020-men-sf-alexander-zverev-dominic-thiem,Australian Open,2020,men,SF,Alexander Zverev,Dominic Thiem,3-6 6-4 7-6(3) 7-6(4),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2020-men-sf-novak-djokovic-roger-federer,Australian Open,2020,men,SF,Novak Djokovic,Roger Federer,7-6(1) 6-4 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2020-men-f-dominic-thiem-novak-djokovic,Australian Open,2020,men,F,Dominic Thiem,Novak Djokovic,6-4 4-6 2-6 6-3 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2020-women-qf-anastasia-pavlyuchenkova-garbine-muguruza,Australian Open,2020,women,QF,Anastasia Pavlyuchenkova,Garbine Muguruza,7-5 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2020-women-qf-anett-kontaveit-simona-halep,Australian Open,2020,women,QF,Anett Kontaveit,Simona Halep,6-1 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2020-women-qf-ashleigh-barty-petra-kvitova,Australian Open,2020,women,QF,Ashleigh Barty,Petra Kvitova,7-6(6) 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2020-women-qf-ons-jabeur-sofia-kenin,Australian Open,2020,women,QF,Ons Jabeur,Sofia Kenin,6-4 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,0,verified_official_full_match
australian-open-2020-women-sf-ashleigh-barty-sofia-kenin,Australian Open,2020,women,SF,Ashleigh Barty,Sofia Kenin,7-6(6) 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2020-women-sf-garbine-muguruza-simona-halep,Australian Open,2020,women,SF,Garbine Muguruza,Simona Halep,7-6(8) 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2020-women-f-garbine-muguruza-sofia-kenin,Australian Open,2020,women,F,Garbine Muguruza,Sofia Kenin,4-6 6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2021-men-qf-alexander-zverev-novak-djokovic,Australian Open,2021,men,QF,Alexander Zverev,Novak Djokovic,6-7(6) 6-2 6-4 7-6(6),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2021-men-qf-andrey-rublev-daniil-medvedev,Australian Open,2021,men,QF,Andrey Rublev,Daniil Medvedev,7-5 6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,0,0,candidate_only
australian-open-2021-men-qf-aslan-karatsev-grigor-dimitrov,Australian Open,2021,men,QF,Aslan Karatsev,Grigor Dimitrov,2-6 6-4 6-1 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2021-men-qf-rafael-nadal-stefanos-tsitsipas,Australian Open,2021,men,QF,Rafael Nadal,Stefanos Tsitsipas,3-6 2-6 7-6(4) 6-4 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2021-men-sf-aslan-karatsev-novak-djokovic,Australian Open,2021,men,SF,Aslan Karatsev,Novak Djokovic,6-3 6-4 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2021-men-sf-daniil-medvedev-stefanos-tsitsipas,Australian Open,2021,men,SF,Daniil Medvedev,Stefanos Tsitsipas,6-4 6-2 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2021-men-f-daniil-medvedev-novak-djokovic,Australian Open,2021,men,F,Daniil Medvedev,Novak Djokovic,7-5 6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2021-women-qf-ashleigh-barty-karolina-muchova,Australian Open,2021,women,QF,Ashleigh Barty,Karolina Muchova,1-6 6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),4,0,2,public_full_match_candidate
australian-open-2021-women-qf-jennifer-brady-jessica-pegula,Australian Open,2021,women,QF,Jennifer Brady,Jessica Pegula,4-6 6-2 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,0,candidate_only
australian-open-2021-women-qf-naomi-osaka-su-wei-hsieh,Australian Open,2021,women,QF,Naomi Osaka,Su Wei Hsieh,6-2 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),3,0,1,public_full_match_candidate
australian-open-2021-women-qf-serena-williams-simona-halep,Australian Open,2021,women,QF,Serena Williams,Simona Halep,6-3 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,0,0,candidate_only
australian-open-2021-women-sf-jennifer-brady-karolina-muchova,Australian Open,2021,women,SF,Jennifer Brady,Karolina Muchova,6-4 3-6 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2021-women-sf-naomi-osaka-serena-williams,Australian Open,2021,women,SF,Naomi Osaka,Serena Williams,6-3 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2021-women-f-jennifer-brady-naomi-osaka,Australian Open,2021,women,F,Jennifer Brady,Naomi Osaka,6-4 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-men-qf-daniil-medvedev-felix-auger-aliassime,Australian Open,2022,men,QF,Daniil Medvedev,Felix Auger Aliassime,6-7(4) 3-6 7-6(2) 7-5 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,1,verified_official_full_match
australian-open-2022-men-qf-denis-shapovalov-rafael-nadal,Australian Open,2022,men,QF,Denis Shapovalov,Rafael Nadal,6-3 6-4 4-6 3-6 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-men-qf-gael-monfils-matteo-berrettini,Australian Open,2022,men,QF,Gael Monfils,Matteo Berrettini,6-4 6-4 3-6 3-6 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-men-qf-jannik-sinner-stefanos-tsitsipas,Australian Open,2022,men,QF,Jannik Sinner,Stefanos Tsitsipas,6-3 6-4 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-men-sf-daniil-medvedev-stefanos-tsitsipas,Australian Open,2022,men,SF,Daniil Medvedev,Stefanos Tsitsipas,7-6(5) 4-6 6-4 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-men-sf-matteo-berrettini-rafael-nadal,Australian Open,2022,men,SF,Matteo Berrettini,Rafael Nadal,6-3 6-2 3-6 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,1,verified_official_full_match
australian-open-2022-men-f-daniil-medvedev-rafael-nadal,Australian Open,2022,men,F,Daniil Medvedev,Rafael Nadal,2-6 6-7(5) 6-4 6-4 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,2,0,verified_official_full_match
australian-open-2022-women-qf-alize-cornet-danielle-collins,Australian Open,2022,women,QF,Alize Cornet,Danielle Collins,7-5 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-women-qf-ashleigh-barty-jessica-pegula,Australian Open,2022,women,QF,Ashleigh Barty,Jessica Pegula,6-2 6-0,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-women-qf-barbora-krejcikova-madison-keys,Australian Open,2022,women,QF,Barbora Krejcikova,Madison Keys,6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-women-qf-iga-swiatek-kaia-kanepi,Australian Open,2022,women,QF,Iga Swiatek,Kaia Kanepi,4-6 7-6(2) 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-women-sf-ashleigh-barty-madison-keys,Australian Open,2022,women,SF,Ashleigh Barty,Madison Keys,6-1 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,2,0,verified_official_full_match
australian-open-2022-women-sf-danielle-collins-iga-swiatek,Australian Open,2022,women,SF,Danielle Collins,Iga Swiatek,6-4 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2022-women-f-ashleigh-barty-danielle-collins,Australian Open,2022,women,F,Ashleigh Barty,Danielle Collins,6-3 7-6(2),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2023-men-qf-andrey-rublev-novak-djokovic,Australian Open,2023,men,QF,Andrey Rublev,Novak Djokovic,6-1 6-2 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,1,verified_official_full_match
australian-open-2023-men-qf-ben-shelton-tommy-paul,Australian Open,2023,men,QF,Ben Shelton,Tommy Paul,7-6(6) 6-3 5-7 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2023-men-qf-jiri-lehecka-stefanos-tsitsipas,Australian Open,2023,men,QF,Jiri Lehecka,Stefanos Tsitsipas,6-3 7-6(2) 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2023-men-qf-karen-khachanov-sebastian-korda,Australian Open,2023,men,QF,Karen Khachanov,Sebastian Korda,7-6(5) 6-3 3-0 RET,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2023-men-sf-karen-khachanov-stefanos-tsitsipas,Australian Open,2023,men,SF,Karen Khachanov,Stefanos Tsitsipas,7-6(2) 6-4 6-7(6) 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,1,verified_official_full_match
australian-open-2023-men-sf-novak-djokovic-tommy-paul,Australian Open,2023,men,SF,Novak Djokovic,Tommy Paul,7-5 6-1 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2023-men-f-novak-djokovic-stefanos-tsitsipas,Australian Open,2023,men,F,Novak Djokovic,Stefanos Tsitsipas,6-3 7-6(4) 7-6(5),True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2023-women-qf-aryna-sabalenka-donna-vekic,Australian Open,2023,women,QF,Aryna Sabalenka,Donna Vekic,6-3 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2023-women-qf-elena-rybakina-jelena-ostapenko,Australian Open,2023,women,QF,Elena Rybakina,Jelena Ostapenko,6-2 6-4,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,1,verified_official_full_match
australian-open-2023-women-qf-jessica-pegula-victoria-azarenka,Australian Open,2023,women,QF,Jessica Pegula,Victoria Azarenka,6-4 6-1,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,1,verified_official_full_match
australian-open-2023-women-qf-karolina-pliskova-magda-linette,Australian Open,2023,women,QF,Karolina Pliskova,Magda Linette,6-3 7-5,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,1,verified_official_full_match
australian-open-2023-women-sf-aryna-sabalenka-magda-linette,Australian Open,2023,women,SF,Aryna Sabalenka,Magda Linette,7-6(1) 6-2,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),1,1,0,verified_official_full_match
australian-open-2023-women-sf-elena-rybakina-victoria-azarenka,Australian Open,2023,women,SF,Elena Rybakina,Victoria Azarenka,7-6(4) 6-3,True,Jeff Sackmann tennis data archive (CC BY-NC-SA 4.0),2,1,1,verified_official_full_match
